#,,,,"generated_by='OpenQuake engine 3.18.0', start_date='2025-04-26T19:55:51', checksum=2163958946, investigation_time=1.0, mag_bin_edges=[4.6000000000000005, 4.800000000000001, 5.0, 5.2, 5.4, 5.6000000000000005, 5.800000000000001, 6.0, 6.2, 6.4, 6.6000000000000005, 6.800000000000001, 7.0, 7.2, 7.4, 7.6000000000000005, 7.800000000000001, 8.0, 8.200000000000001, 8.4, 8.6, 8.8, 9.0, 9.200000000000001, 9.4], dist_bin_edges=[0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 55.0, 60.0, 65.0, 70.0, 75.0, 80.0, 85.0, 90.0, 95.0, 100.0, 105.0, 110.0, 115.0, 120.0, 125.0, 130.0, 135.0, 140.0, 145.0, 150.0, 155.0, 160.0, 165.0, 170.0, 175.0, 180.0, 185.0, 190.0, 195.0, 200.0, 205.0, 210.0, 215.0, 220.0, 225.0, 230.0, 235.0, 240.0, 245.0, 250.0, 255.0, 260.0, 265.0, 270.0, 275.0, 280.0, 285.0, 290.0, 295.0, 300.0, 305.0, 310.0, 315.0, 320.0, 325.0, 330.0, 335.0, 340.0, 345.0, 350.0, 355.0, 360.0, 365.0, 370.0, 375.0, 380.0, 385.0, 390.0, 395.0, 400.0, 405.0, 410.0, 415.0, 420.0, 425.0, 430.0, 435.0, 440.0, 445.0, 450.0, 455.0, 460.0, 465.0, 470.0, 475.0, 480.0, 485.0, 490.0, 495.0, 500.0, 505.0, 510.0, 515.0, 520.0, 525.0, 530.0, 535.0, 540.0, 545.0, 550.0, 555.0, 560.0, 565.0, 570.0, 575.0, 580.0, 585.0, 590.0, 595.0, 600.0, 605.0, 610.0, 615.0, 620.0, 625.0, 630.0, 635.0, 640.0, 645.0, 650.0, 655.0, 660.0, 665.0, 670.0, 675.0, 680.0, 685.0, 690.0, 695.0, 700.0, 705.0, 710.0, 715.0, 720.0, 725.0, 730.0, 735.0, 740.0, 745.0, 750.0, 755.0, 760.0, 765.0, 770.0, 775.0, 780.0, 785.0, 790.0, 795.0, 800.0, 805.0, 810.0, 815.0, 820.0, 825.0, 830.0, 835.0, 840.0, 845.0, 850.0, 855.0, 860.0, 865.0, 870.0, 875.0, 880.0, 885.0, 890.0, 895.0, 900.0, 905.0, 910.0, 915.0, 920.0, 925.0, 930.0, 935.0, 940.0, 945.0, 950.0, 955.0, 960.0, 965.0, 970.0, 975.0, 980.0, 985.0, 990.0, 995.0, 1000.0], lon_bin_edges=[-135.67502351614317, -131.22968234409544, -126.78434117204772, -122.339, -117.89365882795228, -113.44831765590456, -109.00297648385684], lat_bin_edges=[38.602799999999995, 41.60053333333333, 44.59826666666666, 47.596, 50.593733333333326, 53.59146666666666, 56.58919999999999], eps_bin_edges=[-5.0, -1.6666666666666665, 1.666666666666667, 5.0], tectonic_region_types=['Active Shallow Crust', 'Stable Shallow Crust', 'Subduction Inslab', 'Subduction Interface'], lon=-122.339, lat=47.596"
imt,poe,mag,dist,mean
AvgSA,4.04E-04,5.70E+00,7.38E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,7.43E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,7.48E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,7.53E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,7.58E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,7.63E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,7.68E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,7.73E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,7.78E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,7.83E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,7.88E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,7.93E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,7.98E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,8.03E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,8.08E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,8.13E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,8.18E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,8.23E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,8.28E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,8.33E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,8.38E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,8.43E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,8.48E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,8.53E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,8.58E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,8.63E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,8.68E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,8.73E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,8.78E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,8.83E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,8.88E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,8.93E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,8.98E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,9.03E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,9.08E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,9.13E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,9.18E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,9.23E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,9.28E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,9.33E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,9.38E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,9.43E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,9.48E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,9.53E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,9.58E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,9.63E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,9.68E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,9.73E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,9.78E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,9.83E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,9.88E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,9.93E+02,0.00E+00
AvgSA,4.04E-04,5.70E+00,9.98E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.50E+00,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.50E+00,1.46E-06
AvgSA,4.04E-04,5.90E+00,1.25E+01,5.02E-07
AvgSA,4.04E-04,5.90E+00,1.75E+01,1.07E-07
AvgSA,4.04E-04,5.90E+00,2.25E+01,4.15E-08
AvgSA,4.04E-04,5.90E+00,2.75E+01,1.37E-08
AvgSA,4.04E-04,5.90E+00,3.25E+01,3.07E-09
AvgSA,4.04E-04,5.90E+00,3.75E+01,1.61E-09
AvgSA,4.04E-04,5.90E+00,4.25E+01,6.13E-10
AvgSA,4.04E-04,5.90E+00,4.75E+01,3.05E-10
AvgSA,4.04E-04,5.90E+00,5.25E+01,6.45E-11
AvgSA,4.04E-04,5.90E+00,5.75E+01,4.07E-11
AvgSA,4.04E-04,5.90E+00,6.25E+01,6.83E-12
AvgSA,4.04E-04,5.90E+00,6.75E+01,1.16E-12
AvgSA,4.04E-04,5.90E+00,7.25E+01,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.75E+01,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.25E+01,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.75E+01,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.25E+01,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.75E+01,0.00E+00
AvgSA,4.04E-04,5.90E+00,1.03E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,1.08E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,1.13E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,1.18E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,1.23E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,1.28E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,1.33E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,1.38E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,1.43E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,1.48E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,1.53E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,1.58E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,1.63E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,1.68E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,1.73E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,1.78E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,1.83E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,1.88E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,1.93E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,1.98E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.03E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.08E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.13E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.18E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.23E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.28E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.33E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.38E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.43E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.48E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.53E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.58E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.63E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.68E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.73E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.78E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.83E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.88E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.93E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,2.98E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,3.03E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,3.08E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,3.13E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,3.18E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,3.23E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,3.28E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,3.33E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,3.38E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,3.43E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,3.48E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,3.53E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,3.58E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,3.63E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,3.68E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,3.73E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,3.78E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,3.83E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,3.88E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,3.93E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,3.98E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,4.03E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,4.08E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,4.13E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,4.18E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,4.23E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,4.28E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,4.33E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,4.38E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,4.43E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,4.48E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,4.53E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,4.58E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,4.63E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,4.68E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,4.73E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,4.78E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,4.83E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,4.88E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,4.93E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,4.98E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,5.03E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,5.08E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,5.13E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,5.18E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,5.23E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,5.28E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,5.33E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,5.38E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,5.43E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,5.48E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,5.53E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,5.58E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,5.63E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,5.68E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,5.73E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,5.78E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,5.83E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,5.88E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,5.93E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,5.98E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,6.03E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,6.08E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,6.13E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,6.18E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,6.23E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,6.28E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,6.33E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,6.38E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,6.43E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,6.48E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,6.53E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,6.58E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,6.63E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,6.68E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,6.73E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,6.78E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,6.83E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,6.88E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,6.93E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,6.98E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.03E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.08E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.13E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.18E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.23E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.28E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.33E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.38E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.43E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.48E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.53E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.58E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.63E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.68E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.73E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.78E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.83E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.88E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.93E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,7.98E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.03E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.08E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.13E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.18E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.23E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.28E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.33E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.38E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.43E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.48E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.53E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.58E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.63E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.68E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.73E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.78E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.83E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.88E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.93E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,8.98E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.03E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.08E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.13E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.18E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.23E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.28E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.33E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.38E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.43E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.48E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.53E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.58E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.63E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.68E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.73E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.78E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.83E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.88E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.93E+02,0.00E+00
AvgSA,4.04E-04,5.90E+00,9.98E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.50E+00,0.00E+00
AvgSA,4.04E-04,6.10E+00,7.50E+00,1.68E-06
AvgSA,4.04E-04,6.10E+00,1.25E+01,9.45E-07
AvgSA,4.04E-04,6.10E+00,1.75E+01,2.67E-07
AvgSA,4.04E-04,6.10E+00,2.25E+01,1.42E-07
AvgSA,4.04E-04,6.10E+00,2.75E+01,6.03E-08
AvgSA,4.04E-04,6.10E+00,3.25E+01,1.79E-08
AvgSA,4.04E-04,6.10E+00,3.75E+01,1.07E-08
AvgSA,4.04E-04,6.10E+00,4.25E+01,5.29E-09
AvgSA,4.04E-04,6.10E+00,4.75E+01,3.47E-09
AvgSA,4.04E-04,6.10E+00,5.25E+01,1.38E-09
AvgSA,4.04E-04,6.10E+00,5.75E+01,1.17E-09
AvgSA,4.04E-04,6.10E+00,6.25E+01,6.04E-10
AvgSA,4.04E-04,6.10E+00,6.75E+01,2.86E-10
AvgSA,4.04E-04,6.10E+00,7.25E+01,1.25E-10
AvgSA,4.04E-04,6.10E+00,7.75E+01,5.92E-11
AvgSA,4.04E-04,6.10E+00,8.25E+01,2.56E-11
AvgSA,4.04E-04,6.10E+00,8.75E+01,1.39E-11
AvgSA,4.04E-04,6.10E+00,9.25E+01,7.15E-12
AvgSA,4.04E-04,6.10E+00,9.75E+01,1.86E-12
AvgSA,4.04E-04,6.10E+00,1.03E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,1.08E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,1.13E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,1.18E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,1.23E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,1.28E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,1.33E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,1.38E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,1.43E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,1.48E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,1.53E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,1.58E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,1.63E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,1.68E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,1.73E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,1.78E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,1.83E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,1.88E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,1.93E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,1.98E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.03E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.08E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.13E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.18E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.23E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.28E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.33E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.38E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.43E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.48E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.53E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.58E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.63E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.68E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.73E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.78E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.83E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.88E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.93E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,2.98E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,3.03E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,3.08E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,3.13E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,3.18E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,3.23E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,3.28E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,3.33E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,3.38E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,3.43E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,3.48E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,3.53E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,3.58E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,3.63E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,3.68E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,3.73E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,3.78E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,3.83E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,3.88E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,3.93E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,3.98E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,4.03E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,4.08E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,4.13E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,4.18E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,4.23E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,4.28E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,4.33E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,4.38E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,4.43E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,4.48E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,4.53E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,4.58E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,4.63E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,4.68E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,4.73E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,4.78E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,4.83E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,4.88E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,4.93E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,4.98E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,5.03E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,5.08E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,5.13E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,5.18E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,5.23E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,5.28E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,5.33E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,5.38E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,5.43E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,5.48E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,5.53E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,5.58E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,5.63E+02,0.00E+00
AvgSA,4.04E-04,6.10E+00,5.68E+02,0.00E+00
